Run Date: 02/03/2017                                  ARCOS 3 - REPORT 1             REPORTING PERIOD: 01/01/2016 TO 12/31/2016
                                RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
   DRUG CODE:1100DRUG NAME:AMPHETAMINE
   STATE:       ALABAMA

   ZIP CODE         QUARTER 1                 QUARTER 2       QUARTER 3           QUARTER 4      TOTAL GRAMS
              378                    4,298.61          4,371.13                4,332.63         4,458.82          17,461.19
              379                    2,133.25          2,193.40                2,168.19         2,174.65           8,669.49
              380                      672.37            706.19                  706.28           718.65           2,803.49
              381                    1,114.38          1,101.47                1,108.85         1,140.13           4,464.83
              382                      399.47            438.17                  440.87           458.27           1,736.78
              383                      869.74            916.73                  968.82         1,022.09           3,777.38
              384                      651.71            716.66                  782.73           800.14           2,951.24
              385                    1,547.95          1,504.91                1,504.95         1,596.96           6,154.77

   TOTAL                           30,749.74          31,265.03               31,450.90        31,955.98           125,421.65
   STATE:           TEXAS
   ZIP CODE         QUARTER 1                   QUARTER 2       QUARTER 3                 QUARTER 4      TOTAL GRAMS
              750                    2,479.27          2,534.14                2,558.63         2,589.79          10,161.83
              751                      718.95            724.57                   767.9           774.97           2,986.39
              752                      992.01          1,040.11                1,024.93         1,060.54           4,117.59
              753                        1.92               1.1                    1.27             0.98               5.27
              754                      408.86            434.01                  416.52           413.58           1,672.97
              755                       127.6            133.63                  112.45           122.91             496.59
              756                      566.85            558.27                  543.44           529.54           2,198.10
Run Date: 02/03/2017                                  ARCOS 3 - REPORT 1             REPORTING PERIOD: 01/01/2016 TO 12/31/2016
                                RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
              757                    403.47             419.15              381.06           423.31           1,626.99
              758                     68.06              63.04               65.38            92.35             288.83
              759                    427.91             412.12              387.31           405.97           1,633.31
              760                  1,773.68           1,833.83            1,836.52         1,907.43           7,351.46
              761                    958.02             998.58              968.05         1,016.70           3,941.35
              762                    518.82             539.95              540.84            556.9           2,156.51
              763                    284.99             282.22              289.71           290.33           1,147.25
              764                     90.63              94.44               95.22            92.46             372.75
              765                    251.34             289.15              267.62           291.52           1,099.63
              766                      71.1              69.63               67.08            63.09              270.9
              767                    108.84             125.15               94.69           118.22              446.9
              768                     34.26              36.23               34.35            37.39             142.23
              769                     63.87              61.42               54.46            61.25                241
              770                  2,213.35           2,277.39            2,269.53         2,434.79           9,195.06
              772                         0                  0                   0                0                  0
              773                  2,036.29           2,106.78            2,096.75         2,122.97           8,362.79
              774                    965.56              972.4              953.13           924.85           3,815.94
              775                  2,273.56           2,316.76            2,299.98         2,254.10           9,144.40
              776                    877.35             902.93              864.84           891.21           3,536.33
              777                    314.77              305.3               319.2           321.21           1,260.48
              778                    279.67             292.41              280.17           298.44           1,150.69
              779                    151.55             148.52              135.68            131.7             567.45
              780                    315.17             307.73              339.84           333.65           1,296.39
              781                    318.48             309.79              303.21           305.77           1,237.25


   DRUG CODE:9064DRUG NAME:BUPRENORPHINE
   STATE:TEXAS

   ZIP CODE         QUARTER 1                 QUARTER 2       QUARTER 3           QUARTER 4      TOTAL GRAMS
              782                    943.39            902.52              926.76         897.95            3,670.62
              783                    141.79            149.55               141.1         153.01              585.45
              784                    334.84            360.84              351.95         314.61            1,362.24
              785                    108.92            111.46              110.62         107.25              438.25
              786                    842.56            874.37              872.49         891.18            3,480.60
              787                  1,251.98          1,350.55            1,243.06       1,300.34            5,145.93
              788                     28.39             26.14               25.56          26.14              106.23
              789                     29.32             35.98               30.35          26.88              122.53
              790                     32.05             30.19               30.32          40.15              132.71
              791                      84.6             96.24                90.7          90.59              362.13
              792                      2.01              1.82                2.52           3.92               10.27
              793                     34.47             36.67               33.93          31.88              136.95
              794                    158.65            147.83              150.75         149.53              606.76
              795                     36.48             36.19               32.11          26.84              131.62
              796                    160.78            151.37               162.8         195.59              670.54
              797                    408.38            386.82              388.89         427.99            1,612.08
              798                      8.81              8.16                8.28          11.07               36.32
              799                    108.62            133.85              123.51         131.25              497.23
   TOTAL                          24,812.24         25,431.30           25,095.46      25,694.09          101,033.09

   STATE:           UTAH
   ZIP CODE         QUARTER 1                 QUARTER 2       QUARTER 3              QUARTER 4      TOTAL GRAMS
              840                  3,943.09          4,016.74             4,148.80         4,284.05          16,392.68
              841                  2,187.54          2,214.42             2,293.78         2,277.76           8,973.50
              843                    319.89            327.48               343.37           359.63           1,350.37
              844                    745.51            765.36               803.99           768.77           3,083.63
              845                    187.36            197.97               194.22           202.95              782.5
              846                    933.43            964.35               968.13         1,024.46           3,890.37
              847                    245.45            257.47               298.44           287.86           1,089.22
   TOTAL                           8,562.27          8,743.79             9,050.73         9,205.48          35,562.27

   STATE:           VERMONT
Run Date: 02/03/2017                                  ARCOS 3 - REPORT 1             REPORTING PERIOD: 01/01/2016 TO 12/31/2016
                                RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
   ZIP CODE         QUARTER 1                    QUARTER 2       QUARTER 3                  QUARTER 4      TOTAL GRAMS
               50                       570.24            609.06                   621.28           613.82           2,414.40
               51                       214.56            227.85                   234.29           251.03             927.73
               52                       297.92            317.72                   346.19           347.54           1,309.37
               53                       307.81             359.3                   344.02           353.57           1,364.70
               54                     1,744.17          1,871.05                 1,978.34         2,047.19           7,640.75
               56                       637.58            727.57                   743.93           746.32           2,855.40
               57                       863.88            867.59                   892.91           948.18           3,572.56
               58                       354.71            346.23                      370           382.37           1,453.31

   TOTAL                              4,990.87          5,326.37                 5,530.96         5,690.02            21,538.22
   STATE:           VIRGIN ISLANDS
   ZIP CODE         QUARTER 1                    QUARTER 2           QUARTER 3              QUARTER 4        TOTAL GRAMS

                8                       24.39                25.31                  18.9             20.37                 88.97
   TOTAL                                24.39                25.31                  18.9             20.37                 88.97
   STATE:           VIRGINIA
   ZIP CODE         QUARTER 1                    QUARTER 2           QUARTER 3              QUARTER 4        TOTAL GRAMS

              201                     1,391.23          1,465.73                 1,451.04         1,418.55             5,726.55
              220                        810.5            800.96                   849.32           845.75             3,306.53
              221                       521.84            540.86                   552.04           568.62             2,183.36
              222                       164.22            158.99                   193.53           330.16                846.9
              223                       221.46            226.07                   205.57           209.24               862.34
              224                       440.21            449.98                   453.62           452.69             1,796.50
              225                       195.96            199.11                   186.11           203.83               785.01
              226                     1,001.68          1,025.12                 1,110.93         1,097.97             4,235.70
              227                       129.09            140.47                    148.9           151.01               569.47
              228                       176.11            186.34                    205.8           210.86               779.11
              229                       356.77            373.49                   384.77           366.71             1,481.74
              230                       297.42            318.19                   304.69           318.63             1,238.93
              231                       924.83            936.59                   901.17           938.44             3,701.03
              232                       919.46          1,002.58                 1,067.25         1,018.20             4,007.49
              233                       313.66            356.81                   328.46           302.35             1,301.28
              234                       601.87            632.72                   674.84           668.56             2,577.99
              235                       129.19            130.81                   113.86           124.21               498.07
              236                       574.87            635.86                   613.88           637.04             2,461.65
              237                       128.32            102.98                   107.51            88.57               427.38
              238                       401.42            407.79                   421.12           396.95             1,627.28


   DRUG CODE:9064DRUG NAME:BUPRENORPHINE
   STATE:VIRGINIA

   ZIP CODE         QUARTER 1                    QUARTER 2       QUARTER 3           QUARTER 4      TOTAL GRAMS
              239                       119.08            130.12              114.07         121.64             484.91
              240                     1,656.63          1,801.07            1,876.72       1,837.22           7,171.64
              241                       746.61             760.5              775.52           746            3,028.63
              242                     3,657.48          3,661.69            3,755.71       3,809.18          14,884.06
              243                       936.35            960.93              844.59         896.72           3,638.59
              244                       157.79            163.39              153.16         161.66                636
              245                       616.54            732.99              717.81         650.44           2,717.78
              246                       917.88            930.61              952.86         994.48           3,795.83
   TOTAL                             18,508.47         19,232.75           19,464.85      19,565.68          76,771.75

   STATE:           WASHINGTON
   ZIP CODE         QUARTER 1                    QUARTER 2       QUARTER 3                  QUARTER 4      TOTAL GRAMS
              980                     3,153.61          3,199.21                 3,270.40         3,249.54          12,872.76
              981                     1,723.52          1,914.93                 1,988.64         1,971.90           7,598.99
              982                     3,015.80          3,041.17                 3,247.75         3,327.55          12,632.27
              983                        1,366          1,476.55                 1,520.30         1,570.01           5,932.86
              984                       999.44          1,053.90                 1,101.39         1,172.98           4,327.71
Run Date: 02/03/2017                                  ARCOS 3 - REPORT 1             REPORTING PERIOD: 01/01/2016 TO 12/31/2016
                                RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
              985                    1,125.46          1,208.46              1,372.26         1,419.21           5,125.39
              986                      926.57          1,057.67              1,081.26         1,159.34           4,224.84
              988                      334.47             357.8                377.21            441.1           1,510.58
              989                      440.68            457.02                 508.1           544.85           1,950.65
              990                       69.69             86.63                 91.94               91             339.26
              991                      229.88            257.18                296.13           306.47           1,089.66
              992                    1,253.66          1,206.27              1,275.72         1,427.39           5,163.04
              993                      660.23            660.87                671.52           716.41           2,709.03
              994                      117.86            145.21                152.21           140.62              555.9
   TOTAL                            15,416.87         16,122.87             16,954.83        17,538.37          66,032.94

   STATE:           WEST VIRGINIA
   ZIP CODE         QUARTER 1                   QUARTER 2       QUARTER 3           QUARTER 4      TOTAL GRAMS
              247                      251.74            226.76              196.13         195.46             870.09
              248                      389.55            393.17              415.24         448.23           1,646.19
              249                      183.02            170.73              132.48         143.25             629.48
              250                      645.34            780.05              650.18         671.45           2,747.02
              251                      331.49             309.2              312.92         311.36           1,264.97
              252                      298.05            318.81              313.61         311.55           1,242.02
              253                    1,137.57          1,214.20            1,192.20       1,329.59           4,873.56
              254                    1,001.01            981.08            1,024.81         933.37           3,940.27
              255                    1,434.78             1,447            1,416.41       1,443.36           5,741.55
              256                    1,047.09          1,099.16            1,211.90       1,246.67           4,604.82
              257                    1,089.64          1,092.87            1,075.74       1,008.89           4,267.14
              258                      983.67          1,119.85            1,232.98       1,502.24           4,838.74
              259                      316.83            309.16               316.7         329.03           1,271.72
              260                    1,777.70          1,749.45            1,695.28       1,600.22           6,822.65
              261                      463.88            478.48               523.9         526.09           1,992.35
              262                      489.71            477.06              470.08          496.6           1,933.45
              263                      572.87            611.41               668.8         727.43           2,580.51
              264                      107.61            117.83              110.65         125.26             461.35
              265                    1,496.64          1,395.38            1,409.01       1,311.70           5,612.73
              266                        93.6             87.44               93.87         100.93             375.84
              267                      101.79            114.57               95.38         100.86              412.6
              268                       20.42             22.93               19.21           17.6              80.16
   TOTAL                               14,234         14,516.59           14,577.48      14,881.14          58,209.21
   STATE:           WISCONSIN

   ZIP CODE         QUARTER 1                   QUARTER 2       QUARTER 3               QUARTER 4      TOTAL GRAMS
              530                    1,057.38          1,064.59              1,108.09         1,102.25           4,332.31
              531                    1,169.73          1,161.37              1,200.56         1,179.17           4,710.83
              532                    2,055.30          2,124.67              2,263.63         2,329.10           8,772.70
              534                      225.47            205.16                197.34           206.69             834.66
              535                      748.63            774.51                765.24           775.27           3,063.65
              537                      634.06            656.55                 684.4            663.9           2,638.91
              538                       20.12             26.12                 23.72             23.1              93.06
              539                      324.26            328.87                320.83            284.2           1,258.16
              540                       70.58             84.69                 78.34            83.34             316.95
              541                      207.12            212.99                215.36           236.91             872.38
              542                      109.27            113.89                112.29            97.96             433.41
              543                      173.19            206.16                206.42           216.49             802.26
              544                       450.5            461.47                419.65           420.12           1,751.74


   DRUG CODE:9064DRUG NAME:BUPRENORPHINE
   STATE:WISCONSIN

   ZIP CODE         QUARTER 1                   QUARTER 2       QUARTER 3               QUARTER 4      TOTAL GRAMS
              545                     199.84             217.04               228.29             208.4             853.57
              546                     383.44             384.35                391.2            389.18           1,548.17
              547                     202.67             201.11               202.92            198.27             804.97
              548                      177.5             192.64               186.53            176.39             733.06
Run Date: 02/03/2017                                  ARCOS 3 - REPORT 1             REPORTING PERIOD: 01/01/2016 TO 12/31/2016
                                RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
              549                    913.68            945.45                   953.23            916.6             3,728.96
   TOTAL                           9,122.74          9,361.63                 9,558.04         9,507.34            37,549.75

   STATE:           WYOMING
   ZIP CODE         QUARTER 1                 QUARTER 2       QUARTER 3                  QUARTER 4      TOTAL GRAMS
              820                   153.05             279.46                  238.53            283.02             954.06
              822                     4.06               5.66                    4.39              6.05              20.16
              823                    16.32              19.86                   18.38             13.08              67.64
              824                    90.27              90.37                   80.66            102.59             363.89
              825                    42.41              53.93                   59.99             71.96             228.29
              826                   249.98             284.21                  284.78            299.84           1,118.81
              827                    82.13              76.98                   76.59             75.94             311.64
              828                    60.86              60.91                   40.93              40.9              203.6
              829                   134.92             114.49                   128.6            145.05             523.06
              830                    28.75              40.96                   43.55             37.66             150.92
              831                    18.26              18.61                   20.07             17.38              74.32

   TOTAL                        881.01               1,045.44                  996.47          1,093.47             4,016.39
   DRUG CODE:9120DRUG NAME:DIHYDROCODEINE
   STATE:       ALABAMA

   ZIP CODE         QUARTER 1                 QUARTER 2           QUARTER 3              QUARTER 4      TOTAL GRAMS
              350                   118.01              101.9                  138.75            139.02             497.68
              351                    24.78              26.12                   32.26             34.07             117.23
              352                    43.97              44.18                   40.86             48.49              177.5
              354                   103.13             121.88                  133.15            146.07             504.23
              355                    33.86              33.75                   33.22              45.5             146.33
              356                   119.05              83.42                  169.41            129.89             501.77
              357                    14.42              30.23                   27.45             35.14             107.24
              358                    12.55              12.18                   21.15             17.25              63.13
              359                    25.69              26.76                    41.6             32.53             126.58
              360                    13.99              11.75                   11.26              5.34              42.34
              361                     20.3              12.18                   15.69              20.8              68.97
              362                    20.67              15.38                   22.54             20.19              78.78
              363                    23.18              14.95                    9.93             12.92              60.98
              364                     0.11                  0                    2.35               3.2               5.66
              365                     66.3              45.74                   37.65             27.98             177.67
              366                    16.44              20.51                   21.63             24.12               82.7
              367                     5.34              11.75                    7.48             16.02              40.59
              368                      7.8               8.55                    5.87             10.04              32.26
   TOTAL                            669.59             621.23                  772.25            768.57           2,831.64

   STATE:           ALASKA
   ZIP CODE         QUARTER 1                 QUARTER 2           QUARTER 3              QUARTER 4        TOTAL GRAMS
              996                        0                   0                   1.07                 0                   1.07

   TOTAL                                 0                   0                   1.07                 0                   1.07
   STATE:           ARIZONA
   ZIP CODE         QUARTER 1                 QUARTER 2           QUARTER 3              QUARTER 4        TOTAL GRAMS

              850                     4.27                 4.27                 21.58             25.21                  55.33
              852                    43.79                33.11                 39.52             44.76                 161.18
              857                     1.07                    0                  1.07                 0                   2.14
              864                        0                 2.24                     0              1.07                   3.31

   TOTAL                             49.13                39.62                 62.17             71.04                 221.96
   STATE:           ARKANSAS
   ZIP CODE         QUARTER 1                 QUARTER 2           QUARTER 3              QUARTER 4        TOTAL GRAMS

              716                        0                    0                     0              1.17                   1.17
              717                        0                 2.14                  2.14              1.07                   5.35
              718                    17.09                11.84                  5.34             18.37                  52.64
Run Date: 02/03/2017                                   ARCOS 3 - REPORT 1             REPORTING PERIOD: 01/01/2016 TO 12/31/2016
                                 RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
              719                      1.07                2.14                 4.27            15.86                 23.34
              720                      7.48                6.41                 4.27            12.28                 30.44
              721                      2.14                   0                    0             7.58                  9.72
              722                         0                   0                    0             0.69                  0.69
              723                     20.41               12.76                 7.05             5.39                 45.61
              724                     24.09                 9.5                21.52            10.84                 65.95
              727                      8.82                7.48                 8.12             5.34                 29.76
              728                         0                1.07                 1.07                0                  2.14


   DRUG CODE:9120DRUG NAME:DIHYDROCODEINE
   STATE:ARKANSAS

   ZIP CODE         QUARTER 1                 QUARTER 2           QUARTER 3            QUARTER 4      TOTAL GRAMS
              729                      23.8               44.21                30.34            24.57             122.92
   TOTAL                              104.9               97.55                84.12           103.16             389.73

   STATE:           CALIFORNIA
   ZIP CODE         QUARTER 1                 QUARTER 2           QUARTER 3            QUARTER 4      TOTAL GRAMS
              900                      5.34             50.84                  16.66            19.23              92.07
              902                     44.22             34.72                  67.29            41.66             187.89
              906                         0                 0                   1.07                0               1.07
              907                         0              1.28                   8.01                0               9.29
              908                         0                 0                      0             9.61               9.61
              910                         0              7.48                      0                0               7.48
              913                         0          1,090.80                  96.78            28.84           1,216.42
              914                         0             28.84                   7.69                0              36.53
              917                    108.95            138.86                 100.41           125.19             473.41
              920                     14.95              6.41                   6.41            18.16              45.93
              921                      2.14              1.07                   9.19             9.72              22.12
              922                         0              4.49                      0                0               4.49
              923                         0              6.41                    1.6             3.52              11.53
              924                         0             19.23                   6.41             9.61              35.25
              925                      1.07              1.07                   2.03             2.14               6.31
              926                      1.07             21.36                   7.48             5.77              35.68
              927                      8.01              21.9                   4.81            17.52              52.24
              928                     145.8            178.38                  117.5           108.53             550.21
              930                      73.7             80.11                 139.07             70.5             363.38
              931                     83.32             57.68                  32.04             6.41             179.45
              933                    122.84            182.12                 143.67           119.85             568.48
              934                    132.45            131.38                  85.45            55.44             404.72
              935                      1.07             12.82                   6.41            14.42              34.72
              936                         0                 0                   1.07             1.07               2.14
              937                         0              9.61                      0             1.07              10.68
              940                      1.07                 0                      0             5.13                6.2
              941                     12.82             13.89                  14.95             9.61              51.27
              944                         0                 0                   8.97            13.46              22.43
              945                      1.07              4.81                   5.87              3.2              14.95
              946                         0                 0                   1.07             2.14               3.21
              950                         0             12.82                   17.3            19.23              49.35
              951                         0                 0                      0             1.07               1.07
              952                         0                 0                   1.07             2.14               3.21
              953                     10.25             22.43                   10.9             9.61              53.19
              954                      1.07                 0                   1.07              3.2               5.34
              956                       3.2              1.07                   2.14             1.07               7.48
              957                         0                 0                   1.07             1.07               2.14
              958                     10.68              20.3                  19.01            20.51               70.5
              959                         0                 0                   1.07                0               1.07
   TOTAL                             785.09          2,162.18                 945.54            759.7           4,652.51
   STATE:           COLORADO

   ZIP CODE         QUARTER 1                 QUARTER 2           QUARTER 3            QUARTER 4        TOTAL GRAMS
Run Date: 02/03/2017                                  ARCOS 3 - REPORT 1             REPORTING PERIOD: 01/01/2016 TO 12/31/2016
                                RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
              806                        0                   0                1.07                0                    1.07
              811                        0                1.07                   0                0                    1.07
              812                        0                1.07                   0                0                    1.07

   TOTAL                                 0                2.14                1.07                0                    3.21
   STATE:           CONNECTICUT
   ZIP CODE         QUARTER 1                QUARTER 2           QUARTER 3           QUARTER 4         TOTAL GRAMS

               68                        0                  0                   0                3.2                    3.2
   TOTAL                                 0                  0                   0                3.2                    3.2
   STATE:           DELAWARE

   ZIP CODE         QUARTER 1                QUARTER 2           QUARTER 3           QUARTER 4         TOTAL GRAMS
              198                        0                1.07                   0                0                    1.07
              199                        0                0.32                1.07                0                    1.39
   TOTAL                                 0                1.39                1.07                0                    2.46

   STATE:           FLORIDA
   ZIP CODE         QUARTER 1                QUARTER 2           QUARTER 3           QUARTER 4         TOTAL GRAMS
              321                        0                   0                17.3             6.41                   23.71
              323                        0                   0                   0             2.14                    2.14
              324                     3.74                6.41                1.07             2.78                      14
              325                     8.71                9.73               16.45            26.81                    61.7
              326                     1.07                   0                   0                0                    1.07


   DRUG CODE:9120DRUG NAME:DIHYDROCODEINE
   STATE:FLORIDA

   ZIP CODE         QUARTER 1                QUARTER 2           QUARTER 3           QUARTER 4         TOTAL GRAMS
              327                     1.07                1.28                2.14                0                    4.49
              328                    24.57               43.79               22.43            18.16                  108.95
              330                     2.14                1.07                   0             6.68                    9.89
              331                        0               14.95               10.68            19.01                   44.64
              333                        0                 3.2                   0             2.24                    5.44
              334                     0.21                1.07                1.07             1.07                    3.42
              335                     2.14                2.14                   0             1.07                    5.35
              336                    13.89                5.34               13.35            14.95                   47.53
              337                     1.07                1.07                1.07                0                    3.21
              338                     2.14                   0                   0                0                    2.14
              339                     1.07                   0                2.14             1.07                    4.28
              341                     2.14                 3.2                   0             1.07                    6.41
              342                      3.2                5.34                   0                0                    8.54
              347                        0                   0                   0             1.07                    1.07
              349                        0                0.53                   0             5.98                    6.51
   TOTAL                             67.16               99.12                87.7           110.51                  364.49

   STATE:           GEORGIA
   ZIP CODE         QUARTER 1                QUARTER 2           QUARTER 3           QUARTER 4      TOTAL GRAMS
              300                     45.4               48.49               33.01            35.52             162.42
              301                    11.75                3.74                 3.2             6.94              25.63
              302                    13.14               112.9               95.07             85.4             306.51
              303                    18.05               13.02               16.08             9.51              56.66
              304                     9.08                1.82                8.76            81.71             101.37
              305                     58.8               35.84               34.45            35.25             164.34
              306                     23.4               15.43                8.55            13.89              61.27
              307                      3.2                 3.2                2.14              3.2              11.74
              309                        0                   0                0.21             1.07               1.28
              310                    38.35               32.08               31.78            20.67             122.88
              312                     39.2               21.58                20.2            18.53              99.51
              313                        0                1.28                1.17             0.64               3.09
              314                     3.42               13.89               17.84            19.92              55.07
Run Date: 02/03/2017                                  ARCOS 3 - REPORT 1             REPORTING PERIOD: 01/01/2016 TO 12/31/2016
                                RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
              315                     4.27             2.14                    8.76             6.41                 21.58
              316                     2.61             2.14                       0             1.07                  5.82
              317                   106.28            91.48                   96.56            69.38                 363.7
              318                        0                0                       0             6.41                  6.41
              319                     0.43                0                    1.07             1.07                  2.57
              398                     9.53            18.21                    9.29             5.34                 42.37
   TOTAL                            386.91           417.24                  388.14           421.93              1,614.22
   STATE:           HAWAII

   ZIP CODE         QUARTER 1                QUARTER 2           QUARTER 3            QUARTER 4          TOTAL GRAMS
              967                     1.71                1.92                 6.09               0.32                  10.04
              968                     5.34                2.78                 3.85               2.56                  14.53

   TOTAL                              7.05                 4.7                 9.94               2.88                  24.57
   STATE:           IDAHO
   ZIP CODE         QUARTER 1                QUARTER 2           QUARTER 3            QUARTER 4          TOTAL GRAMS

              836                    15.49            10.68                   19.23            51.27                    96.67
              837                    11.75               94                   10.68                0                   116.43
   TOTAL                             27.24           104.68                   29.91            51.27                    213.1
   STATE:           ILLINOIS

   ZIP CODE         QUARTER 1                QUARTER 2           QUARTER 3            QUARTER 4          TOTAL GRAMS
              600                     8.55               10.68                 4.27              3.2                     26.7
              601                        0                1.07                    0             6.41                     7.48
              603                        0                   0                    0            28.84                    28.84
              604                     1.07                7.48                22.43            44.22                     75.2
              606                        0                1.07                 2.14            51.91                    55.12
              608                        0                1.07                    0                0                     1.07
              617                     1.07                   0                    0                0                     1.07
              618                        0                1.07                    0             1.07                     2.14
              619                        0                1.07                    0                0                     1.07
              620                        0                   0                 1.07                0                     1.07
              622                     0.28                   0                    0                0                     0.28
