                                          ARCOS 3 - REPORT 1                                                   Run Date: 12/04/2014
                    RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
                              REPORTING PERIOD: 01/01/2011 TO 12/31/2011

DRUG CODE:                             1100 DRUG NAME:            AMPHETAMINE
STATE:             ALABAMA

ZIP CODE           QUARTER 1                   QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
                    11                    15,402.68        15,709.31           15,785.18       15,962.71          62,859.88
                    12                     8,325.54         8,114.43            7,732.87        8,233.22          32,406.06
                    13                     5,115.97         5,451.21            5,456.82        5,369.77          21,393.77
                    14                    11,483.94        11,760.35           12,223.38       12,142.17          47,609.84
                    15                    17,469.80        17,078.99           17,680.46       17,455.07          69,684.32
                    16                       14,202        14,582.07           15,313.83       14,988.42          59,086.32
                    17                    13,290.32        13,468.26           13,736.65       13,871.31          54,366.54
                    18                    39,720.42        40,616.71           41,566.20       42,122.25         164,025.58
                    19                    16,977.70        16,880.71           17,345.68       17,676.41          68,880.50
                    20                    19,965.55        19,737.48           19,735.76       19,519.07          78,957.86
                    21                    55,422.41        55,467.06           56,517.51       56,603.98         224,010.96
                                                ARCOS 3 - REPORT 1                                           Run Date: 12/04/2014
                          RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
                                    REPORTING PERIOD: 01/01/2011 TO 12/31/2011

                    22                   2,908.19         3,752.47            3,975.48        4,016.72          14,652.86
                    23                  26,405.29        28,084.48           28,500.94       28,733.95         111,724.66
                    24                  10,474.65        10,585.54           10,322.86       10,585.74          41,968.79
                    25                   7,212.84         7,643.08            7,776.24        7,273.19          29,905.35
                    26                  11,594.33        12,119.76           12,005.18       11,448.66          47,167.93
                    27                  34,174.91        34,858.30           36,116.13       36,361.15         141,510.49
TOTAL                                  350,151.91       355,667.94          363,568.94      362,789.32       1,432,178.11

STATE:                   MICHIGAN
ZIP CODE                 QUARTER 1                  QUARTER 2     QUARTER 3          QUARTER 4     TOTAL GRAMS
                   480                  50,815.87       53,570.69          55,632.26     56,932.09        216,950.91
                   481                  52,090.10       47,927.61          49,805.74     52,413.38        202,236.83
                   482                  46,455.44       44,467.67          43,853.38     38,974.38        173,750.87
                   483                  34,593.03       36,381.22          38,455.29     39,237.47        148,667.01
                   484                   8,662.38        9,904.75           8,335.50      8,554.69         35,457.32
                   485                   4,922.67        4,488.88           4,855.85      4,406.27         18,673.67
                   486                  11,126.15       11,349.03          11,895.96     11,947.62         46,318.76
                   487                   4,695.41        4,728.59           4,973.79      4,927.77         19,325.56
                   488                  10,949.65       11,559.92          11,909.92     11,826.80         46,246.29
                   489                   7,867.39        7,654.83           7,137.63      7,605.93         30,265.78
                   490                  20,161.12       20,478.37          21,796.45     20,531.21         82,967.15
                   491                   1,722.07        1,813.02           2,202.41      1,962.23          7,699.73
                   492                  10,244.46       10,358.20          11,417.21     10,920.90         42,940.77
                   493                   3,107.50        3,161.78           3,141.80      3,051.85         12,462.93
                   494                   7,743.21        7,791.11           8,185.89      7,995.53         31,715.74
                   495                   8,257.57        9,025.10           9,034.05      9,082.94         35,399.66
                   496                   8,276.71        8,651.46           8,891.99      9,186.43         35,006.59
                   497                   9,353.08        9,361.23           9,492.25      9,494.08         37,700.64
                   498                   4,305.16        4,069.60           4,451.63      4,323.46         17,149.85
                   499                   1,696.82        1,521.63           1,760.41      1,658.03          6,636.89
TOTAL                                  307,045.79      308,264.69        317,229.41     315,033.06      1,247,572.95

STATE:                   MINNESOTA
ZIP CODE                 QUARTER 1                  QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
                   550                  16,228.11       17,491.71          17,695.02    17,799.12         69,213.96
                   551                  26,916.67       27,389.80          28,488.61    28,681.12        111,476.20
                   553                  22,282.61       22,985.11          23,109.10    23,002.46         91,379.28
                   554                  49,372.27       49,891.50          49,074.11    50,372.79        198,710.67
                   556                     311.76          437.04             429.69       307.05          1,485.54
                   557                   5,721.84        5,734.99           5,902.97     5,856.98         23,216.78


DRUG CODE:9143DRUG NAME:OXYCODONE
STATE:MINNESOTA

ZIP CODE                 QUARTER 1                  QUARTER 2     QUARTER 3          QUARTER 4     TOTAL GRAMS
                   558                   4,485.02        4,725.31           5,156.33      5,187.79         19,554.45
                   559                      9,387        9,249.70           9,614.29      9,631.09         37,882.08
                   560                   4,525.77        4,511.12           4,765.73      4,856.80         18,659.42
                   561                     995.49          960.97             998.63      1,043.66          3,998.75
                   562                   2,155.66        2,204.99           2,267.32      2,380.28          9,008.25
                   563                   8,424.23        8,405.81           8,853.37      8,578.62         34,262.03
                   564                   4,222.69        4,500.40           4,392.02      4,468.53         17,583.64
                   565                   3,384.04        3,343.45           3,557.23      3,688.14         13,972.86
                   566                   1,695.83        1,669.65           1,832.14      1,871.03          7,068.65
                   567                   1,396.30        1,483.04           1,606.02      1,626.64             6,112
TOTAL                                  161,505.29      164,984.59        167,742.58     169,352.10        663,584.56
STATE:                   MISSISSIPPI
ZIP CODE                 QUARTER 1                  QUARTER 2        QUARTER 3           QUARTER 4       TOTAL GRAMS

                   386                  10,135.75        10,506.06           10,355.28       10,486.77          41,483.86
                                                ARCOS 3 - REPORT 1                                     Run Date: 12/04/2014
                          RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
                                    REPORTING PERIOD: 01/01/2011 TO 12/31/2011

                   387                  1,045.66         1,008.29           1,155.25     1,081.91          4,291.11
                   388                  6,495.09         6,599.99           6,865.65     7,201.42         27,162.15
                   389                  1,361.74         1,314.12           1,480.60     1,383.20          5,539.66
                   390                  4,024.72         4,053.47           4,083.63     4,184.24         16,346.06
                   391                  4,414.64         4,815.03           4,893.47     4,935.92         19,059.06
                   392                  5,583.28         5,765.11           5,968.11     5,828.12         23,144.62
                   393                  4,868.91         5,776.51           5,110.70     5,186.15         20,942.27
                   394                 13,478.36        14,210.86          15,829.69    16,705.67         60,224.58
                   395                 19,928.71        23,474.39          23,908.57    23,812.85         91,124.52
                   396                  3,897.74         4,333.14           4,290.98     3,925.04         16,446.90
                   397                  3,393.90         3,893.92           3,109.97     3,533.39         13,931.18
TOTAL                                  78,628.50        85,750.89          87,051.90    88,264.68        339,695.97

STATE:                   MISSOURI
ZIP CODE                 QUARTER 1                 QUARTER 2     QUARTER 3          QUARTER 4     TOTAL GRAMS
                   630                110,443.08       99,543.37        112,284.51      32,282.36        354,553.32
                   631                 58,685.80       60,264.15          63,187.36    129,922.01        312,059.32
                   633                 15,341.08       16,326.47          16,986.37     17,479.87         66,133.79
                   634                  1,616.83        1,642.78           1,517.45      1,616.57          6,393.63
                   635                  2,115.07        2,185.24           2,384.02      2,382.61          9,066.94
                   636                  7,897.86        8,434.29           8,598.59      8,689.60         33,620.34
                   637                  4,642.62        4,899.84           5,248.22      5,324.75         20,115.43
                   638                  5,502.41        5,610.45           5,689.39      5,863.50         22,665.75
                   639                  3,633.62        3,792.54           3,910.55      3,799.59         15,136.30
                   640                 23,013.25       23,617.82          24,561.55     25,098.31         96,290.93
                   641                 26,802.44       26,652.19          26,627.80     24,273.13        104,355.56
                   644                  2,469.62        2,441.54           2,661.75      2,711.88         10,284.79
                   645                  5,658.88        5,962.18           6,094.74      6,057.64         23,773.44
                   646                  3,637.94        3,857.98           3,869.43      4,120.08         15,485.43
                   647                  5,429.65        5,966.90           6,316.25      6,793.62         24,506.42
                   648                  6,439.74        6,744.14           6,290.94      6,839.91         26,314.73
                   650                  4,442.85        4,696.33           4,681.42      4,567.52         18,388.12
                   651                  2,660.57        2,884.63           3,071.29      2,810.80         11,427.29
                   652                 10,235.55       10,320.69          10,679.68     10,714.69         41,950.61
                   653                  3,622.36        3,723.65           3,739.82      3,791.34         14,877.17
                   654                  7,896.08        8,004.82           7,821.73      7,728.31         31,450.94
                   655                  7,223.94        7,584.36           7,233.61      7,710.46         29,752.37
                   656                 10,115.21       10,973.04          11,561.69     11,819.79         44,469.73
                   657                 14,096.03       14,707.21          15,899.98     15,282.65         59,985.87
                   658                 15,568.06       16,294.04          16,407.06     16,524.02         64,793.18
TOTAL                                 359,190.54      357,130.65        377,325.20     364,205.01      1,457,851.40
STATE:                   MONTANA

ZIP CODE                 QUARTER 1                 QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
                   590                  2,832.43        2,875.76           3,112.32     3,028.92         11,849.43
                   591                  9,792.08       11,035.63          11,249.96    11,697.98         43,775.65
                   592                  1,042.50        1,006.99           1,103.77     1,130.98          4,284.24
                   593                  2,082.35           2,349           2,398.36     2,171.35          9,001.06
                   594                  5,263.44        5,359.07           5,864.95     5,826.58         22,314.04
                   595                    887.31          852.39             896.63       779.25          3,415.58
                   596                  4,160.96        4,223.77           4,074.65     4,222.82         16,682.20
                   597                  5,915.24        5,718.72           5,876.25     5,771.30         23,281.51
                   598                  7,474.44        7,700.66           7,703.60     7,550.66         30,429.36
                   599                  6,661.78        6,787.51           6,880.31     6,762.65         27,092.25


DRUG CODE:9143DRUG NAME:OXYCODONE
STATE:MONTANA

ZIP CODE                 QUARTER 1                 QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
TOTAL                                  46,112.53       47,909.50          49,160.80    48,942.49        192,125.32
                                        ARCOS 3 - REPORT 1                                             Run Date: 12/04/2014
                  RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
                            REPORTING PERIOD: 01/01/2011 TO 12/31/2011

STATE:           NEBRASKA
ZIP CODE         QUARTER 1                    QUARTER 2        QUARTER 3           QUARTER 4       TOTAL GRAMS

           680                     3,860.37         3,840.49            3,934.38        4,097.74          15,732.98
           681                    16,736.92        16,991.26           17,103.02       17,454.45          68,285.65
           683                     1,352.91         1,303.15            1,340.66        1,394.95           5,391.67
           684                     1,072.27         1,097.72            1,162.49        1,044.14           4,376.62
           685                     5,795.54         6,259.65            6,115.79        6,036.90          24,207.88
           686                       480.03           388.36              427.85          511.65           1,807.89
           687                     1,149.28         1,156.56            1,149.60        1,246.78           4,702.22
           688                     2,366.21         2,215.27            2,505.99        2,440.77           9,528.24
           689                        1,265         1,356.56            1,225.48        1,240.91           5,087.95
           690                       377.29            358.9              379.31          518.85           1,634.35
           691                     2,224.53         2,228.45            2,237.19        2,247.78           8,937.95
           692                       320.72           231.52               268.5          246.31           1,067.05
           693                     2,212.77         2,342.38            2,194.19        2,154.35           8,903.69

TOTAL                             39,213.84        39,770.27           40,044.45       40,635.58         159,664.14
STATE:           NEVADA
ZIP CODE         QUARTER 1                    QUARTER 2        QUARTER 3           QUARTER 4       TOTAL GRAMS

           890                       60,379        58,047.69           55,718.90       58,993.89         233,139.48
           891                   147,237.41       154,538.47          158,654.39      151,127.96         611,558.23
           893                       916.78           988.14            1,087.66        1,195.99           4,188.57
           894                    12,932.79        13,169.20           13,137.03       13,447.22          52,686.24
           895                    18,575.40        18,834.49           18,859.76       19,631.43          75,901.08
           897                     5,858.35         5,879.03            5,394.32        5,512.55          22,644.25
           898                     2,008.85         1,979.76            2,119.79        2,170.52           8,278.92

TOTAL                            247,908.58       253,436.78          254,971.85      252,079.56       1,008,396.77
STATE:           NEW HAMPSHIRE
ZIP CODE         QUARTER 1                    QUARTER 2        QUARTER 3           QUARTER 4       TOTAL GRAMS

            30                    18,754.13        19,451.90           19,937.21       19,971.84          78,115.08
            31                    11,338.90        11,993.42           12,039.10       11,711.73          47,083.15
            32                    11,310.65        11,781.70           11,343.95       11,459.23          45,895.53
            33                     6,702.47         6,341.27            6,622.36        6,423.95          26,090.05
            34                     3,891.27         3,812.89            3,784.80        3,716.41          15,205.37
            35                     4,138.29         4,326.96            4,298.79        4,518.58          17,282.62
            36                       172.32           195.89              207.32          239.99             815.52
            37                     5,088.06         5,105.31            5,738.54        6,006.03          21,937.94
            38                    26,038.57        25,517.23           26,197.55       26,405.77         104,159.12
TOTAL                             87,434.66        88,526.57           90,169.62       90,453.53         356,584.38

STATE:           NEW JERSEY
ZIP CODE         QUARTER 1                    QUARTER 2     QUARTER 3          QUARTER 4     TOTAL GRAMS
            70                    96,343.64       99,396.34          99,967.33     99,654.69          395,362
            71                    24,545.87          27,733          29,603.94     29,826.20        111,709.01
            72                     8,898.55       10,281.06          12,004.85     12,521.59         43,706.05
            73                    12,354.52       12,466.10          12,355.01     12,336.74         49,512.37
            74                    25,873.93       27,164.78          28,370.30     27,969.52        109,378.53
            75                    13,958.60       14,498.05          15,133.10     15,184.02         58,773.77
            76                    26,967.47       27,423.20          28,135.08     27,589.54        110,115.29
            77                    60,727.54       61,007.87          58,618.67     60,664.98        241,019.06
            78                    23,132.69       23,557.77          24,288.41     24,000.77         94,979.64
            79                    10,212.24       10,736.02          10,551.60     10,439.65         41,939.51
            80                   143,006.42      148,221.60        152,144.42     154,647.97        598,020.41
            81                    18,314.91       18,846.81          19,135.79     18,614.97         74,912.48
            82                    24,452.35       26,949.54          27,384.27     26,983.22        105,769.38
            83                    17,119.81       18,597.10          19,330.17     19,372.07         74,419.15
            84                     4,061.28        3,971.99           3,696.85      3,635.77         15,365.89
                                                ARCOS 3 - REPORT 1                                     Run Date: 12/04/2014
                          RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
                                    REPORTING PERIOD: 01/01/2011 TO 12/31/2011

                    85                 15,978.47        16,162.42         16,536.44     16,435.73         65,113.06
                    86                 15,255.34        16,942.05         17,351.40     17,267.12         66,815.91
                    87                 47,476.27        45,958.44         45,103.19     43,914.03        182,451.93
                    88                 84,989.65        81,708.65         85,384.30     80,766.80        332,849.40
                    89                  6,650.63         6,136.75          5,576.22      5,500.30         23,863.90
TOTAL                                 680,320.18       697,759.54        710,671.34    707,325.68      2,796,076.74

STATE:                   NEW MEXICO
ZIP CODE                 QUARTER 1                 QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
                   870                 10,055.43        9,394.74           9,916.04     9,804.50         39,170.71
                   871                 66,457.37       60,370.97          59,922.88    60,965.81        247,717.03


DRUG CODE:9143DRUG NAME:OXYCODONE
STATE:NEW MEXICO

ZIP CODE                 QUARTER 1                 QUARTER 2     QUARTER 3          QUARTER 4     TOTAL GRAMS
                   873                  1,606.74        1,696.98           1,586.13      1,760.49          6,650.34
                   874                  3,714.10        3,481.36           3,375.38      3,164.84         13,735.68
                   875                 15,547.34       15,460.72          15,965.05     16,373.06         63,346.17
                   877                  1,876.72        1,889.06           2,062.61      1,939.01          7,767.40
                   878                  1,085.59           974.8             871.08        852.26          3,783.73
                   879                  1,827.47        1,946.11           1,955.83      2,066.07          7,795.48
                   880                 16,866.68       18,000.16          19,912.06     22,107.31         76,886.21
                   881                  2,005.10        1,885.77           2,267.98      2,211.35          8,370.20
                   882                  6,296.72        6,690.42           6,565.06      6,721.62         26,273.82
                   883                  5,620.30        5,622.58           6,344.16      6,158.15         23,745.19
                   884                    408.12          460.79             481.85        376.07          1,726.83
TOTAL                                 133,367.68      127,874.46        131,226.11     134,500.54        526,968.79

STATE:                   NEW YORK
ZIP CODE                 QUARTER 1                 QUARTER 2     QUARTER 3          QUARTER 4     TOTAL GRAMS
                   100                 92,002.60       97,615.14        103,948.45     107,475.17        401,041.36
                   101                  3,743.17        3,512.23           4,434.42      5,106.82         16,796.64
                   102                     61.19           70.14              47.69         83.67            262.69
                   103                 47,762.37       48,373.42          48,521.63     49,083.89        193,741.31
                   104                 61,034.43       65,419.58          68,198.15     64,393.36        259,045.52
                   105                 19,203.96       19,247.78          19,682.41     20,846.53         78,980.68
                   106                  2,403.53        2,602.41           2,682.24      2,567.29         10,255.47
                   107                 10,635.80       11,412.72          11,906.78     12,825.47         46,780.77
                   108                  4,435.02        4,231.39           4,450.90      4,489.81         17,607.12
                   109                 29,571.97       30,938.26          32,285.37     31,258.14        124,053.74
                   110                 14,471.96       16,129.53          15,872.06     16,111.24         62,584.79
                   111                  9,553.08       11,320.96          13,139.88     15,107.16         49,121.08
                   112                 75,612.97       82,519.37          84,615.31     85,772.88        328,520.53
                   113                 29,010.97       32,116.25          32,994.59     34,457.58        128,579.39
                   114                 15,505.81       15,804.89          16,328.21     16,672.85         64,311.76
                   115                 49,446.05       48,554.08          47,661.86     47,330.85        192,992.84
                   116                  4,106.25        4,924.47           5,842.57      6,995.17         21,868.46
                   117                124,086.41      130,982.07        135,970.67     132,297.15        523,336.30
                   118                  8,245.45        9,119.36           9,157.66      8,156.39         34,678.86
                   119                 11,485.83       11,658.52          12,278.27     12,702.41         48,125.03
                   120                  8,691.34        9,331.60           9,275.82      9,441.39         36,740.15
                   121                  4,517.51        4,542.04           4,667.33      4,649.61         18,376.49
                   122                  5,476.97        5,535.25           6,148.59      5,912.61         23,073.42
                   123                  2,556.63        2,617.45           2,893.78      2,888.66         10,956.52
                   124                 11,323.34       12,063.13          11,990.87     12,271.78         47,649.12
                   125                 21,802.33       23,548.29          24,744.75     24,757.48         94,852.85
                   126                  6,355.34        6,379.17           6,307.81      6,803.96         25,846.28
                   127                  7,776.66        9,597.32          11,112.66     11,007.95         39,494.59
                   128                  8,824.24        8,955.71           9,460.22      9,163.88         36,404.05
                                                ARCOS 3 - REPORT 1                                       Run Date: 12/04/2014
                          RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
                                    REPORTING PERIOD: 01/01/2011 TO 12/31/2011

                   129                    5,817.69         6,028.23          6,206.62      6,009.12         24,061.66
                   130                   17,475.10        17,978.46         18,059.77     17,420.53         70,933.86
                   131                    4,725.96         4,652.72          4,806.30      4,790.76         18,975.74
                   132                   13,039.92        13,004.96         13,409.70     13,342.97         52,797.55
                   133                    4,773.82         4,720.60          5,085.02      4,666.24         19,245.68
                   134                    5,455.03         5,663.30          5,493.96      5,572.98         22,185.27
                   135                    2,706.01         2,577.65          2,505.27      2,421.76         10,210.69
                   136                    6,885.96         6,955.51          7,289.34      6,812.38         27,943.19
                   137                    5,133.52         5,198.06          5,499.10      5,409.88         21,240.56
                   138                    6,202.71         6,086.53          6,684.32      6,561.13         25,534.69
                   139                    4,734.40         4,795.71          5,500.13      4,990.05         20,020.29
                   140                   15,419.01        15,578.38            15,946     15,254.73         62,198.12
                   141                    6,870.20         6,799.06          6,735.05      6,754.59         27,158.90
                   142                   22,457.72        21,781.94         21,891.08     21,830.02         87,960.76
                   143                    3,002.26         3,307.23          3,378.70      3,385.32         13,073.51
                   144                   10,377.04        10,168.90         10,296.89     10,114.12         40,956.95
                   145                    8,046.08         8,310.04          8,397.92      8,051.55         32,805.59
                   146                   25,810.05        25,025.75         25,097.92     24,317.96        100,251.68
                   147                    4,680.30         4,559.50          5,314.77      5,039.27         19,593.84
                   148                    9,431.23         9,599.35         10,096.40      9,978.88         39,105.86
                   149                    2,699.63         2,819.05          3,186.24      2,920.87         11,625.79
TOTAL                                   875,446.82       914,733.46        947,501.45    946,276.26      3,683,957.99


DRUG CODE:9143DRUG NAME:OXYCODONE
STATE:                 NORTH CAROLINA

ZIP CODE                 QUARTER 1                   QUARTER 2     QUARTER 3          QUARTER 4     TOTAL GRAMS
                   270                   16,396.78       16,925.05          17,927.21     18,540.43         69,789.47
                   271                   12,313.24       12,573.79          12,598.56     13,075.47         50,561.06
                   272                   29,345.18       30,012.88          30,821.99     31,699.49        121,879.54
                   273                   22,742.25       22,192.41          22,356.86     22,597.75         89,889.27
                   274                   11,114.91       11,059.60          11,537.19     11,440.67         45,152.37
                   275                   47,223.92       47,745.08          48,284.51     49,091.25        192,344.76
                   276                   12,460.32       11,970.66          12,620.49     12,593.91         49,645.38
                   277                   18,096.87       17,262.36          17,367.40     19,338.85         72,065.48
                   278                   25,327.49       25,181.01          26,276.29     26,555.92        103,340.71
                   279                   12,917.44       13,123.16          12,885.33     12,671.19         51,597.12
                   280                   32,768.01       33,363.39          35,031.95     35,862.48        137,025.83
                   281                   27,547.93       28,426.48          29,139.29     30,694.49        115,808.19
                   282                   21,575.55       22,109.14          23,178.83     23,757.56         90,621.08
                   283                   58,593.32       60,406.80          63,490.73     64,950.07        247,440.92
                   284                   39,486.68       39,376.62          39,781.21     39,687.24        158,331.75
                   285                   29,354.87       30,562.75          32,347.37     32,365.22        124,630.21
                   286                   55,512.04       56,144.41          59,639.70     60,339.29        231,635.44
                   287                   39,244.77       39,285.39          39,031.25     38,701.88        156,263.29
                   288                   14,574.91       15,326.36          16,420.10     15,951.50         62,272.87
                   289                    5,606.62        5,221.96           5,292.35      5,560.54         21,681.47
TOTAL                                   532,203.10      538,269.30        556,028.61     565,475.20      2,191,976.21
STATE:                   NORTH DAKOTA

ZIP CODE                 QUARTER 1                   QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
                   580                      852.81          729.95             903.93       961.93          3,448.62
                   581                    3,380.34        3,554.39           3,448.76     3,712.61         14,096.10
                   582                    2,432.16        2,672.99           2,690.70     3,000.23         10,796.08
                   583                    1,522.71        1,513.56           1,682.30     1,672.20          6,390.77
                   584                      931.67        1,045.18           1,069.66     1,126.41          4,172.92
                   585                    4,052.37        4,298.67           4,300.15     4,403.83         17,055.02
                   586                      860.21          846.48             905.11       924.89          3,536.69
                   587                    1,283.01        1,363.21           1,515.27     1,569.84          5,731.33
                   588                      507.15          551.98             691.55       704.07          2,454.75
                                                ARCOS 3 - REPORT 1                                     Run Date: 12/04/2014
                          RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
                                    REPORTING PERIOD: 01/01/2011 TO 12/31/2011


TOTAL                                  15,822.43        16,576.41          17,207.43    18,076.01         67,682.28
STATE:                   OHIO
ZIP CODE                 QUARTER 1                 QUARTER 2     QUARTER 3          QUARTER 4     TOTAL GRAMS
                   430                 39,397.90       40,817.73          39,505.41     39,844.38        159,565.42
                   431                 24,949.54       24,408.34          23,664.17        24,381         97,403.05
                   432                156,874.33      153,118.86        146,551.60     149,356.51        605,901.30
                   433                  6,039.92        6,162.29           6,425.02      6,340.05         24,967.28
                   434                  6,432.54        5,647.58           6,133.81      6,089.81         24,303.74
                   435                  9,780.65        9,415.14          11,057.75      9,622.99         39,876.53
                   436                 38,178.64       26,072.59          27,727.33     28,504.03        120,482.59
                   437                 12,397.62       12,552.78          12,865.66     13,378.96         51,195.02
                   438                  1,632.35        1,514.14           1,769.51      1,588.19          6,504.19
                   439                 14,537.80       14,033.44          14,445.13     14,425.33         57,441.70
                   440                 41,843.05       40,851.77          42,453.91     42,444.79        167,593.52
                   441                 55,228.19       55,880.67          55,068.88     55,304.59        221,482.33
                   442                 28,552.73       29,125.54          28,696.10     28,802.47        115,176.84
                   443                 18,638.12       18,406.12          17,404.22     17,688.28         72,136.74
                   444                 24,809.47       24,023.42          23,188.94     22,460.49         94,482.32
                   445                 15,310.12       15,155.58          14,972.21     15,363.54         60,801.45
                   446                 14,338.77       14,212.64          14,689.87     14,773.87         58,015.15
                   447                  8,217.66        8,618.10           8,538.67      8,473.11         33,847.54
                   448                 13,712.87       13,354.12          13,749.34     13,369.55         54,185.88
                   449                  5,651.49        5,597.97           5,302.31      5,269.16         21,820.93
                   450                 44,742.50       47,956.46          48,165.51     48,222.32        189,086.79
                   451                 19,466.40       19,504.54          19,264.27     18,855.13         77,090.34
                   452                 62,629.55       63,456.82          60,410.82     61,704.19        248,201.38
                   453                 15,054.66       15,181.89          15,471.04     15,597.21         61,304.80
                   454                 25,500.93       25,556.22          24,332.54     24,251.71         99,641.40
                   455                  5,894.91        5,528.06           5,275.11      5,090.93         21,789.01
                   456                 30,762.29       28,547.38          27,090.73     27,839.84        114,240.24
                   457                  7,868.30        7,615.71           8,160.92      8,251.91         31,896.84
                   458                  9,842.13        9,792.64          10,081.30      9,484.06         39,200.13
TOTAL                                 758,285.43      742,108.54        732,462.08     736,778.40      2,969,634.45

STATE:                   OKLAHOMA


DRUG CODE:9143DRUG NAME:OXYCODONE
STATE:OKLAHOMA

ZIP CODE                 QUARTER 1                 QUARTER 2     QUARTER 3          QUARTER 4     TOTAL GRAMS
                   730                 31,025.29       31,143.55          31,853.61     33,064.96        127,087.41
                   731                 47,007.96       48,701.20          49,494.65     49,980.82        195,184.63
                   734                  3,315.23        3,758.20           3,582.05      3,940.27         14,595.75
                   735                  9,637.60       10,160.82          10,527.83     11,096.42         41,422.67
                   736                  3,087.16        3,079.51           3,175.54      3,166.01         12,508.22
                   737                  2,772.91        2,717.17           2,654.03      2,653.24         10,797.35
                   738                    724.21          723.27             865.21        792.51          3,105.20
                   739                    647.09           744.5             787.74        743.59          2,922.92
                   740                 30,147.33       30,485.55          30,725.44     31,950.19        123,308.51
                   741                 30,861.68       32,646.77          32,456.62     32,808.44        128,773.51
                   743                  5,054.87        5,050.24           4,797.83      5,025.33         19,928.27
                   744                 13,487.68       14,309.27          15,208.07     15,478.92         58,483.94
                   745                  3,088.03        3,330.89           2,950.33      3,002.68         12,371.93
                   746                  2,137.78        2,189.64           2,243.63      2,167.20          8,738.25
                   747                  3,018.22        3,588.94           3,284.30      3,274.10         13,165.56
                   748                  8,316.89        8,403.29           8,193.88      8,341.46         33,255.52
                   749                  6,611.91        7,295.67           7,963.68      8,722.66         30,593.92
TOTAL                                 200,941.84      208,328.48        210,764.44     216,208.80        836,243.56
STATE:                   OREGON
                                                ARCOS 3 - REPORT 1                                       Run Date: 12/04/2014
                          RETAIL DRUG DISTRIBUTION BY ZIP CODE WITHIN STATE BY GRAMS WT
                                    REPORTING PERIOD: 01/01/2011 TO 12/31/2011


ZIP CODE                 QUARTER 1                   QUARTER 2     QUARTER 3          QUARTER 4     TOTAL GRAMS
                   970                   46,101.30       46,909.86          43,754.28     42,986.93        179,752.37
                   971                   20,498.18       19,632.86          20,468.10     19,546.21         80,145.35
                   972                   61,144.71       57,535.12          56,309.40     54,871.99        229,861.22
                   973                   36,446.26       36,038.97          37,392.59     36,218.13        146,095.95
                   974                   41,769.42       43,189.87          43,630.79     43,596.98        172,187.06
                   975                   26,513.20       27,543.05          28,814.44     29,713.17        112,583.86
                   976                    3,278.10        3,096.41           3,167.48      3,174.93         12,716.92
                   977                    7,232.46        7,440.24           7,723.87      8,098.37         30,494.94
                   978                    6,416.88        6,375.25           6,555.53      6,646.55         25,994.21
                   979                    1,095.96        1,177.58           1,270.37      1,407.46          4,951.37
TOTAL                                   250,496.47      248,939.21        249,086.85     246,260.72        994,783.25
STATE:                   PENNSYLVANIA

ZIP CODE                 QUARTER 1                   QUARTER 2     QUARTER 3          QUARTER 4    TOTAL GRAMS
                   150                   24,950.99       25,518.68          28,017.96       29,042        107,529.63
                   151                   19,596.24       18,595.21          20,937.06    23,547.12         82,675.63
                   152                   49,673.78       51,851.15          54,948.65    52,087.02        208,560.60
                   153                    7,929.84        7,472.30           8,434.64     9,387.99         33,224.77
                   154                   10,237.76        9,720.33          10,564.33    10,646.22         41,168.64
                   155                    4,470.89        4,501.34           4,687.02     4,867.88         18,527.13
                   156                   22,795.81       23,888.92          25,142.26    23,576.35         95,403.34
                   157                    7,752.80        7,534.79           8,390.03     7,817.91         31,495.53
                   158                    5,075.82        4,859.14           5,084.04     4,864.46         19,883.46
                   159                   29,286.03       30,232.42          32,740.57    31,340.86        123,599.88
                   160                    8,343.71        8,711.45           8,794.15     8,585.47         34,434.78
                   161                   18,331.61       18,931.07          18,917.83    19,858.41         76,038.92
                   162                    3,439.30        3,757.79           3,573.35     3,932.66         14,703.10
                   163                    8,172.69        8,649.72           8,892.06     8,660.60         34,375.07
                   164                    3,052.84        3,271.37           3,249.72     3,291.53         12,865.46
                   165                    8,389.18        8,294.34           9,109.68     8,810.56         34,603.76
                   166                   13,087.55       13,770.97          14,632.55    14,964.79         56,455.86
